customer_id,date_of_birth,borough,neighborhood,zip_code,name,_rescued_data
10110.0,01-01-2000,QUEENS,ROCKAWAYS,11691,"Kaiser, Tim",null
10111.0,01-01-2000,BRONX,CENTRAL BRONX,10457,"Kühn, Pauline",null
10112.0,12-11-2010,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Hartmann, Frieda",null
10113.0,28-03-2010,QUEENS,SOUTHEAST QUEENS,11427,"Maier, Lisa",null
10114.0,01-01-1999,BROOKLYN,CANARSIE AND FLATLANDS,11236,"Keller, Ronja",null
10115.0,28-09-2003,BROOKLYN,BOROUGH PARK,11230,"Schmidt, Timo",null
10116.0,04-12-2012,QUEENS,NORTH QUEENS,11354,"Klein, Ella",null
10117.0,23-06-2008,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11237,"Wagner, Florian",null
10118.0,01-01-2008,QUEENS,ROCKAWAYS,11693,"Voelker, Anton",null
10119.0,01-01-2000,MANHATTAN,LOWER MANHATTAN,10005,"Stephan, Lisa",null
10120.0,01-01-2000,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11221,"Heinrich, Nele",null
10121.0,15-02-2003,QUEENS,SOUTHEAST QUEENS,11427,"Albrecht, Erik",null
10122.0,12-11-2010,QUEENS,CENTRAL QUEENS,11367,"Peters, Paul",null
10123.0,01-01-2000,QUEENS,SOUTHEAST QUEENS,11429,"Schmid, Lara",null
10124.0,12-11-2010,MANHATTAN,LOWER EAST SIDE,10002,"Kuhnert, Levi",null
10125.0,12-11-2010,QUEENS,WEST QUEENS,11368,"Albrecht, Alina",null
10127.0,06-08-2013,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Sommer, Tim",null
10128.0,12-11-2010,MANHATTAN,GREENWICH VILLAGE AND SOHO,10014,"Schreiber, Jan",null
10129.0,31-08-2003,QUEENS,NORTHEAST QUEENS,11361,"Simon, Marie",null
10130.0,01-01-2000,MANHATTAN,CENTRAL HARLEM,10037,"Jung, Moritz",null
10131.0,12-11-2010,QUEENS,CENTRAL QUEENS,11367,"Busch, Aaron",null
10132.0,01-01-2000,BRONX,NORTHEAST BRONX,10470,"Frank, Mathilda",null
10133.0,01-01-2000,BROOKLYN,GREENPOINT,11211,"Kuhn, Moritz",null
10134.0,12-11-2010,BROOKLYN,EAST NEW YORK AND NEW LOTS,11207,"Brandt, Johannes",null
10135.0,01-01-1999,MANHATTAN,UPPER EAST SIDE,10065,"Horn, Kilian",null
10136.0,31-12-2003,QUEENS,NORTHEAST QUEENS,11361,"Schneider, Lina",null
10137.0,12-11-2010,QUEENS,JAMAICA,11412,"Koch, Jan",null
10138.0,02-06-2015,BRONX,HIGH BRIDGE AND MORRISANIA,10456,"Klein, Vincent",null
10139.0,13-08-2015,STATEN ISLAND,MID-ISLAND,10314,"Fischer, Sarah",null
10140.0,12-01-2003,BRONX,KINGSBRIDGE AND RIVERDALE,10463,"Vogel, Sarah",null
10141.0,13-03-2005,BROOKLYN,NORTHWEST BROOKLYN,11215,"Roth, Julian",null
10142.0,24-11-2008,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Groß, Carlotta",null
10143.0,13-04-2011,BRONX,NORTHEAST BRONX,10475,"Wirth, Melina",null
10144.0,30-01-2005,QUEENS,ROCKAWAYS,11694,"Müller, Lennard",null
10145.0,07-04-2001,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10017,"Vogel, Emilia",null
10146.0,01-01-2013,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10022,"Schröder, Mathilda",null
10147.0,11-08-2009,MANHATTAN,GREENWICH VILLAGE AND SOHO,10013,"Groß, Mia",null
10149.0,19-03-2012,BRONX,HUNTS POINT AND MOTT HAVEN,10474,"Schröter, Oskar",null
10150.0,10-08-2014,MANHATTAN,LOWER EAST SIDE,10009,"Hofmann, Luis",null
10151.0,01-01-2000,QUEENS,NORTHEAST QUEENS,11362,"Kuhnert, Antonia",null
10152.0,10-06-2006,QUEENS,NORTHEAST QUEENS,11364,"Becker, Anton",null
10153.0,01-01-2000,QUEENS,SOUTHEAST QUEENS,11422,"Graf, Jule",null
10154.0,31-05-2000,BRONX,CENTRAL BRONX,10460,"Schreiber, Charlotte",null
10157.0,01-01-1999,QUEENS,WEST QUEENS,11370,"Albrecht, Pauline",null
10159.0,12-11-2010,BROOKLYN,BOROUGH PARK,11218,"Vogel, Hanna",null
10160.0,06-11-1991,BRONX,SOUTHEAST BRONX,10461,"Schuster, Luna",null
10161.0,12-11-2010,BROOKLYN,FLATBUSH,11203,"Hartmann, Felix",null
10162.0,12-11-2010,BRONX,NORTHEAST BRONX,10466,"Lang, Simon",null
10163.0,18-09-2016,QUEENS,WEST QUEENS,11373,"Becker, Nils",null
10164.0,14-09-2003,QUEENS,CENTRAL QUEENS,11366,"Kühn, Felix",null
10165.0,01-01-2000,QUEENS,ROCKAWAYS,11691,"Schwarz, Lotta",null
10167.0,01-01-2010,STATEN ISLAND,STAPLETON AND ST. GEORGE,10305,"Möller, Jakob",null
10168.0,11-11-2010,BRONX,CENTRAL BRONX,10453,"Kühn, Julian",null
10169.0,01-01-1999,MANHATTAN,UPPER EAST SIDE,10075,"Werner, Melina",null
10171.0,01-01-2000,MANHATTAN,LOWER EAST SIDE,10002,"Dietz, Alina",null
10172.0,12-11-2010,QUEENS,NORTH QUEENS,11357,"Albrecht, Mila",null
10173.0,12-11-2010,QUEENS,NORTH QUEENS,11360,"Becker, Mats",null
10174.0,11-03-2015,QUEENS,ROCKAWAYS,11694,"Zimmermann, Henry",null
10175.0,21-07-2015,BRONX,CENTRAL BRONX,10460,"Klein, Lara",null
10176.0,01-01-2000,BROOKLYN,CENTRAL BROOKLYN,11233,"Lorenz, Tom",null
10177.0,30-11-2011,BROOKLYN,NORTHWEST BROOKLYN,11201,"Fischer, Dominik",null
10178.0,31-08-2016,QUEENS,SOUTHWEST QUEENS,11419,"Schwarz, Ella",null
10179.0,12-11-2010,BRONX,CENTRAL BRONX,10460,"Becker, Amelie",null
10180.0,04-06-2005,BROOKLYN,CANARSIE AND FLATLANDS,11234,"Lorenz, Adrian",null
10181.0,15-09-1989,BRONX,SOUTHEAST BRONX,10473,"Hartmann, Pauline",null
10182.0,01-01-2000,QUEENS,NORTHEAST QUEENS,11364,"Lorenz, Leon",null
10183.0,01-01-1999,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10017,"Sauer, Luna",null
10184.0,12-11-2010,QUEENS,NORTHWEST QUEENS,11101,"Huber, Maxim",null
10185.0,01-01-2000,QUEENS,WEST QUEENS,11370,"Busch, Emil",null
10188.0,15-07-2000,MANHATTAN,LOWER MANHATTAN,10005,"Seidel, Jule",null
10190.0,09-06-2008,MANHATTAN,UPPER EAST SIDE,10075,"Schreiber, Clara",null
10191.0,12-11-2010,QUEENS,SOUTHEAST QUEENS,11426,"Linke, Julian",null
10192.0,06-02-2002,STATEN ISLAND,PORT RICHMOND,10310,"Braun, Malte",null
10193.0,24-09-2008,BROOKLYN,SOUTHWEST BROOKLYN,11209,"Busch, Samuel",null
10194.0,05-07-2004,BROOKLYN,SOUTHERN BROOKLYN,11224,"Braun, Aaron",null
10196.0,01-01-2000,QUEENS,JAMAICA,11423,"Zimmermann, Hannes",null
10197.0,10-02-2014,MANHATTAN,LOWER MANHATTAN,10038,"Böhm, Tom",null
10198.0,12-11-2010,BRONX,NORTHEAST BRONX,10469,"Krämer, Alina",null
10200.0,25-06-2012,MANHATTAN,GREENWICH VILLAGE AND SOHO,10014,"Köhler, Hanna",null
10201.0,01-01-2000,BROOKLYN,SOUTHERN BROOKLYN,11235,"Frank, Antonia",null
10202.0,01-01-2015,BROOKLYN,NORTHWEST BROOKLYN,11205,"Stark, Tim",null
10203.0,10-04-2012,BROOKLYN,FLATBUSH,11225,"Baumann, Tom",null
10204.0,12-11-2010,MANHATTAN,LOWER MANHATTAN,10006,"Peters, Dominik",null
10205.0,23-02-2014,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10031,"Sauer, Felix",null
10207.0,03-03-2013,QUEENS,CENTRAL QUEENS,11367,"Arnold, Leni",null
10209.0,12-12-2005,BROOKLYN,BOROUGH PARK,11219,"Ludwig, Adrian",null
10210.0,01-01-1999,QUEENS,WEST QUEENS,11378,"Maier, Emil",null
10212.0,12-11-2010,BROOKLYN,NORTHWEST BROOKLYN,11217,"Groß, Fabian",null
10213.0,01-01-2000,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Schilling, Antonia",null
10214.0,16-05-2008,BRONX,SOUTHEAST BRONX,10473,"Lang, Jan",null
10215.0,01-01-1999,BROOKLYN,FLATBUSH,11226,"Bauer, Jakob",null
10217.0,09-09-1998,MANHATTAN,LOWER MANHATTAN,10280,"Becker, Dennis",null
10218.0,11-03-2012,QUEENS,NORTHEAST QUEENS,11361,"Michel, Lara",null
10219.0,24-10-2011,MANHATTAN,LOWER MANHATTAN,10004,"Paul, Greta",null
10220.0,07-06-2009,QUEENS,NORTHWEST QUEENS,11103,"Frank, Theo",null
10221.0,21-08-2011,STATEN ISLAND,SOUTH SHORE,10309,"Baumann, Ruben",null
10222.0,01-01-1975,BRONX,HIGH BRIDGE AND MORRISANIA,10451,"Krüger, Anna",null
10223.0,09-04-2015,MANHATTAN,CENTRAL HARLEM,10039,"Weber, Mila",null
10224.0,01-01-2000,MANHATTAN,LOWER MANHATTAN,10280,"Schuster, Vincent",null
10225.0,16-05-2005,BRONX,HUNTS POINT AND MOTT HAVEN,10459,"Kuhn, Jonas",null
10226.0,01-01-2000,QUEENS,NORTHEAST QUEENS,11364,"Otto, Frieda",null
10227.0,03-08-2015,QUEENS,NORTHWEST QUEENS,11104,"Weiß, Jonathan",null
10228.0,01-01-2012,QUEENS,SOUTHWEST QUEENS,11419,"Sauer, Adrian",null
10229.0,17-10-2014,BROOKLYN,GREENPOINT,11222,"Krämer, Henry",null
10230.0,27-06-2012,MANHATTAN,CHELSEA AND CLINTON,10019,"Fuchs, Pauline",null
10231.0,12-11-2010,BROOKLYN,NORTHWEST BROOKLYN,11205,"Barth, Clara",null
10232.0,12-11-2010,MANHATTAN,EAST HARLEM,10035,"Seidel, Jonas",null
10233.0,14-07-2015,MANHATTAN,CHELSEA AND CLINTON,10036,"Horn, Dominik",null
10234.0,17-11-2014,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10034,"Simon, Pascal",null
10236.0,01-01-1999,QUEENS,WEST QUEENS,11378,"Günther, Emma",null
10237.0,20-01-1983,QUEENS,NORTHEAST QUEENS,11362,"Seidel, Jan",null
10239.0,17-01-2011,BRONX,SOUTHEAST BRONX,10472,"Barth, Maximilian",null
10240.0,22-11-1994,QUEENS,NORTH QUEENS,11356,"Schmitt, Melina",null
10241.0,27-07-2013,STATEN ISLAND,SOUTH SHORE,10308,"Schulz, Samuel",null
10243.0,17-07-2008,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Pohl, Helene",null
10244.0,17-12-2005,BROOKLYN,NORTHWEST BROOKLYN,11231,"Langer, Paula",null
10245.0,18-05-2015,BRONX,SOUTHEAST BRONX,10462,"Meyer, Melina",null
10247.0,01-01-2000,MANHATTAN,GREENWICH VILLAGE AND SOHO,10012,"Busch, Antonia",null
10249.0,14-10-1969,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Werner, Adrian",null
10250.0,01-01-2000,BRONX,SOUTHEAST BRONX,10464,"Stephan, Antonia",null
10251.0,18-07-2006,BROOKLYN,CANARSIE AND FLATLANDS,11234,"Pohl, Nele",null
10253.0,21-03-2010,BROOKLYN,NORTHWEST BROOKLYN,11205,"Voigt, Jakob",null
10254.0,30-07-1992,MANHATTAN,CHELSEA AND CLINTON,10011,"Fuchs, Ruben",null
10255.0,11-11-2010,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10010,"Vogel, Mila",null
10256.0,17-03-2014,QUEENS,SOUTHWEST QUEENS,11417,"Braun, Philipp",null
10258.0,19-12-2005,BROOKLYN,BOROUGH PARK,11230,"Heinrich, Elias",null
10259.0,11-11-2008,QUEENS,SOUTHEAST QUEENS,11413,"Pohl, Clara",null
10260.0,20-12-2010,BRONX,CENTRAL BRONX,10460,"Pohl, Jan",null
10261.0,01-01-1999,MANHATTAN,EAST HARLEM,10035,"Werner, Hannes",null
10262.0,29-07-2012,BRONX,SOUTHEAST BRONX,10461,"Günther, Philipp",null
10263.0,10-09-2000,BROOKLYN,CENTRAL BROOKLYN,11216,"Groß, Melina",null
10265.0,19-11-2015,BRONX,BRONX PARK AND FORDHAM,10468,"Martens, Ruben",null
10266.0,15-08-1999,QUEENS,WEST QUEENS,11369,"Schäfer, Emma",null
10267.0,02-07-2009,MANHATTAN,LOWER EAST SIDE,10002,"Heinrich, Charlotte",null
10269.0,01-01-2000,QUEENS,NORTH QUEENS,11358,"Braun, Niklas",null
10270.0,24-05-2009,QUEENS,WEST CENTRAL QUEENS,11385,"Sommer, Anna",null
10271.0,07-03-2007,QUEENS,WEST QUEENS,11369,"Sauer, Hannes",null
10277.0,21-05-2000,BROOKLYN,SUNSET PARK,11220,"Schilling, Pauline",null
10278.0,12-11-2010,BROOKLYN,FLATBUSH,11225,"Weiß, Lotta",null
10279.0,21-08-2014,BROOKLYN,SUNSET PARK,11232,"Pohl, David",null
10280.0,12-11-2010,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11221,"Kuhn, Helene",null
10283.0,27-07-2004,MANHATTAN,GREENWICH VILLAGE AND SOHO,10014,"Kopp, Nils",null
10284.0,01-01-2000,MANHATTAN,EAST HARLEM,10035,"Baumann, Elias",null
10285.0,01-07-2008,MANHATTAN,LOWER EAST SIDE,10003,"Müller, Frieda",null
10286.0,29-08-2006,QUEENS,NORTHWEST QUEENS,11104,"Jäger, Niklas",null
10287.0,01-01-2000,QUEENS,CENTRAL QUEENS,11366,"Winkler, Niklas",null
10288.0,04-04-2016,BROOKLYN,SOUTHWEST BROOKLYN,11214,"Fuchs, Tom",null
10289.0,01-01-2000,BROOKLYN,SOUTHWEST BROOKLYN,11228,"Weiß, Paul",null
10291.0,01-01-2014,BROOKLYN,SUNSET PARK,11232,"Beck, Jakob",null
10292.0,01-01-2000,QUEENS,NORTH QUEENS,11356,"Vogel, Antonia",null
10293.0,26-12-2007,QUEENS,SOUTHEAST QUEENS,11426,"Arnold, Henry",null
10294.0,17-03-2014,BRONX,KINGSBRIDGE AND RIVERDALE,10471,"Maier, Lotta",null
10295.0,10-04-2004,BROOKLYN,BOROUGH PARK,11218,"Baumann, Julius",null
10296.0,15-07-2015,BROOKLYN,BOROUGH PARK,11219,"Barth, Adrian",null
10297.0,05-03-2013,MANHATTAN,EAST HARLEM,10029,"Hahn, Leon",null
10298.0,16-07-2012,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10016,"Busch, Marlene",null
10299.0,11-04-2010,QUEENS,WEST QUEENS,11378,"Albrecht, Luca",null
10300.0,12-11-2010,QUEENS,ROCKAWAYS,11695,"Lang, Timo",null
10301.0,01-01-2000,STATEN ISLAND,SOUTH SHORE,10306,"Berger, Mila",null
10302.0,07-04-2009,MANHATTAN,CENTRAL HARLEM,10030,"Braun, Linus",null
10303.0,09-05-2010,STATEN ISLAND,SOUTH SHORE,10312,"Förster, Luna",null
10304.0,29-08-1990,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Peters, Elisa",null
10305.0,12-11-2010,MANHATTAN,GREENWICH VILLAGE AND SOHO,10013,"Pohl, Sofia",null
10307.0,16-10-2011,BRONX,SOUTHEAST BRONX,10464,"Maier, Oskar",null
10308.0,08-07-1989,BROOKLYN,CANARSIE AND FLATLANDS,11236,"Krämer, Ronja",null
10309.0,06-01-2009,BROOKLYN,SOUTHERN BROOKLYN,11224,"Werner, Victoria",null
10310.0,12-07-2009,MANHATTAN,CHELSEA AND CLINTON,10011,"Engel, Katharina",null
10311.0,12-11-2010,MANHATTAN,CHELSEA AND CLINTON,10036,"Bauer, Ronja",null
10312.0,01-01-2010,BROOKLYN,CENTRAL BROOKLYN,11238,"Schröter, Collin",null
10313.0,30-10-2013,QUEENS,WEST QUEENS,11377,"Maier, Julius",null
10314.0,08-06-2008,QUEENS,WEST QUEENS,11370,"Fischer, Johanna",null
10315.0,12-11-2010,STATEN ISLAND,PORT RICHMOND,10302,"Schneider, Katharina",null
10316.0,01-01-2000,MANHATTAN,GREENWICH VILLAGE AND SOHO,10013,"Schilling, Johanna",null
10319.0,16-05-2005,MANHATTAN,UPPER WEST SIDE,10023,"Schreiber, Peer",null
10320.0,01-01-2000,BRONX,SOUTHEAST BRONX,10472,"Huber, Tom",null
10321.0,03-08-2003,MANHATTAN,CENTRAL HARLEM,10037,"Vogel, Maximilian",null
10322.0,01-01-2013,MANHATTAN,CHELSEA AND CLINTON,10019,"Braun, Elisa",null
10323.0,12-11-2012,MANHATTAN,CENTRAL HARLEM,10039,"Reuter, Mathilda",null
10324.0,01-01-2000,MANHATTAN,EAST HARLEM,10029,"Kaiser, Sarah",null
10326.0,24-09-2009,MANHATTAN,UPPER WEST SIDE,10024,"Paul, Emilia",null
10327.0,20-07-2013,QUEENS,SOUTHEAST QUEENS,11427,"Roth, Mila",null
10328.0,21-01-2013,MANHATTAN,LOWER EAST SIDE,10009,"Bauer, Collin",null
10329.0,14-07-2011,BROOKLYN,CENTRAL BROOKLYN,11233,"Voigt, Mia",null
10330.0,01-01-2000,BRONX,SOUTHEAST BRONX,10464,"Sommer, Amelie",null
10331.0,02-05-2013,BRONX,HUNTS POINT AND MOTT HAVEN,10474,"Schütz, Jonas",null
10332.0,27-09-2015,QUEENS,SOUTHWEST QUEENS,11418,"Schmidt, Theo",null
10333.0,01-01-1999,QUEENS,ROCKAWAYS,11694,"Schröter, Malte",null
10334.0,01-01-2006,QUEENS,NORTHEAST QUEENS,11363,"Heinrich, Fabian",null
10335.0,20-08-1996,QUEENS,NORTH QUEENS,11356,"Lorenz, Tim",null
10336.0,01-01-1999,QUEENS,NORTH QUEENS,11354,"Ziegler, Lennard",null
10338.0,null,QUEENS,ROCKAWAYS,11694,"Busch, Ella",null
10339.0,11-09-1956,STATEN ISLAND,PORT RICHMOND,10310,"Braun, Paul",null
10340.0,20-02-2012,BROOKLYN,GREENPOINT,11211,"Schreiber, Anton",null
10341.0,01-01-2000,STATEN ISLAND,STAPLETON AND ST. GEORGE,10304,"Becker, Lisa",null
10342.0,09-07-1973,BRONX,SOUTHEAST BRONX,10472,"Hofmann, Tobias",null
10343.0,12-06-2006,BROOKLYN,FLATBUSH,11203,"Heinrichs, Amelie",null
10344.0,12-11-2010,QUEENS,SOUTHEAST QUEENS,11427,"Maier, Julian",null
10345.0,16-05-2008,BROOKLYN,BOROUGH PARK,11230,"Lange, Frieda",null
10346.0,06-12-1984,QUEENS,NORTHEAST QUEENS,11363,"Krämer, Jonas",null
10347.0,22-10-2015,QUEENS,SOUTHEAST QUEENS,11005,"Seidel, Anton",null
10348.0,21-08-2007,QUEENS,SOUTHEAST QUEENS,11426,"Barth, Johanna",null
10349.0,01-01-2000,QUEENS,SOUTHEAST QUEENS,11429,"Schwarz, Jonathan",null
10352.0,13-06-2015,BRONX,BRONX PARK AND FORDHAM,10458,"Dietz, Philipp",null
10353.0,14-03-2006,BROOKLYN,CANARSIE AND FLATLANDS,11239,"Schulz, Theo",null
10357.0,14-05-2009,BRONX,BRONX PARK AND FORDHAM,10468,"Schilling, Jonas",null
10358.0,29-12-1976,BROOKLYN,CENTRAL BROOKLYN,11238,"Otto, Charlotte",null
10359.0,01-01-1999,QUEENS,SOUTHWEST QUEENS,11419,"Maier, Paul",null
10360.0,12-11-2010,QUEENS,WEST CENTRAL QUEENS,11385,"Martens, Emil",null
10361.0,30-07-2015,MANHATTAN,CENTRAL HARLEM,10037,"Krämer, Paula",null
10362.0,27-10-2007,QUEENS,WEST QUEENS,11369,"Schäfer, Elisa",null
10364.0,01-01-2000,BROOKLYN,BOROUGH PARK,11230,"Lorenz, Anna",null
10365.0,12-11-2010,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11221,"Krämer, Luisa",null
10367.0,21-07-2008,STATEN ISLAND,SOUTH SHORE,10309,"Jäger, Tom",null
10368.0,12-11-2010,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Martens, Nico",null
10369.0,12-11-2010,MANHATTAN,UPPER WEST SIDE,10024,"Hoffmann, Victoria",null
10370.0,12-11-2010,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10040,"Braun, Theo",null
10371.0,16-08-2010,QUEENS,NORTH QUEENS,11354,"Böhm, Leon",null
10372.0,01-01-2010,QUEENS,NORTH QUEENS,11357,"Scholten, Ben",null
10374.0,31-12-2005,MANHATTAN,GREENWICH VILLAGE AND SOHO,10014,"Langer, Elias",null
10375.0,12-11-2010,MANHATTAN,LOWER MANHATTAN,10038,"Meyer, Mila",null
10376.0,12-12-2012,QUEENS,ROCKAWAYS,11694,"Ludwig, Florian",null
10377.0,28-02-1998,QUEENS,WEST QUEENS,11370,"Seidel, Tobias",null
10378.0,01-01-2000,QUEENS,WEST CENTRAL QUEENS,11375,"Roth, Peer",null
10381.0,18-01-1996,BROOKLYN,SOUTHWEST BROOKLYN,11214,"Kaiser, Emil",null
10382.0,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10019,"Schröder, Elias",null
10385.0,21-05-2008,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Kopp, Anna",null
10386.0,01-02-2000,QUEENS,NORTHEAST QUEENS,11364,"Schilling, Jan",null
10387.0,12-11-2010,QUEENS,CENTRAL QUEENS,11367,"Pohl, Florian",null
10388.0,01-01-2000,QUEENS,WEST QUEENS,11377,"Schmid, Jule",null
10389.0,01-01-2000,BRONX,SOUTHEAST BRONX,10461,"Brandt, Linus",null
10390.0,26-03-2013,QUEENS,NORTHEAST QUEENS,11362,"Fuchs, Florian",null
10392.0,01-01-2000,BRONX,KINGSBRIDGE AND RIVERDALE,10463,"Scholten, Jonas",null
10393.0,28-06-2015,BROOKLYN,BOROUGH PARK,11218,"Wirth, Niklas",null
10394.0,13-08-2009,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10034,"Maier, Ben",null
10395.0,24-10-2010,QUEENS,NORTH QUEENS,11360,"Voelker, Alina",null
10396.0,18-12-2004,QUEENS,JAMAICA,11436,"Langer, Laurin",null
10397.0,18-01-2004,QUEENS,WEST CENTRAL QUEENS,11379,"Keller, Florian",null
10398.0,04-04-2005,BRONX,BRONX PARK AND FORDHAM,10458,"Pohl, Frieda",null
10399.0,31-10-2011,BROOKLYN,CENTRAL BROOKLYN,11212,"Wagner, Niklas",null
10400.0,01-01-2000,BRONX,NORTHEAST BRONX,10475,"Lorenz, Lennard",null
10401.0,12-11-2010,BROOKLYN,CANARSIE AND FLATLANDS,11234,"Linke, Marlene",null
10403.0,14-06-2012,MANHATTAN,UPPER EAST SIDE,10065,"Baumann, Carlotta",null
10404.0,29-10-1994,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10031,"Berger, Leni",null
10405.0,31-01-2001,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Krüger, Nora",null
10407.0,28-12-2010,QUEENS,NORTHWEST QUEENS,11105,"Schäfer, Luna",null
10410.0,01-01-1975,BRONX,NORTHEAST BRONX,10469,"Schröder, Timo",null
10412.0,16-03-2014,MANHATTAN,CHELSEA AND CLINTON,10011,"Stephan, Sofia",null
10413.0,16-10-2001,QUEENS,SOUTHWEST QUEENS,11418,"Stephan, Tobias",null
10414.0,12-11-2010,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Kuhn, Aaron",null
10416.0,01-01-2000,QUEENS,NORTH QUEENS,11357,"Maier, Florian",null
10417.0,25-10-2009,QUEENS,SOUTHEAST QUEENS,11413,"Schreiber, Erik",null
10418.0,10-12-1997,QUEENS,SOUTHWEST QUEENS,11416,"Graf, Nico",null
10419.0,01-01-2000,BROOKLYN,BOROUGH PARK,11219,"Köhler, Marco",null
10420.0,30-06-2004,STATEN ISLAND,SOUTH SHORE,10308,"Schröder, Noah",null
10422.0,01-01-1999,MANHATTAN,LOWER MANHATTAN,10038,"Freitag, Tim",null
10423.0,23-11-1996,MANHATTAN,CHELSEA AND CLINTON,10001,"Jung, Nora",null
10424.0,30-10-1999,BROOKLYN,SOUTHERN BROOKLYN,11223,"Kuhnert, Malte",null
10425.0,01-01-2000,QUEENS,NORTHEAST QUEENS,11364,"Lorenz, Paul",null
10426.0,27-10-2015,QUEENS,NORTHWEST QUEENS,11106,"Peters, Alexander",null
10427.0,12-11-2010,QUEENS,SOUTHEAST QUEENS,11422,"Peters, Luisa",null
10428.0,12-11-2010,BRONX,CENTRAL BRONX,10453,"Seidel, Victoria",null
10429.0,02-06-2008,BRONX,HIGH BRIDGE AND MORRISANIA,10452,"Schulz, Victoria",null
10430.0,02-09-2013,QUEENS,SOUTHEAST QUEENS,11413,"Groß, Collin",null
10433.0,01-01-2000,BRONX,NORTHEAST BRONX,10475,"Berger, Julian",null
10434.0,27-11-2004,QUEENS,WEST QUEENS,11368,"Jung, Clara",null
10436.0,02-02-2012,BRONX,HUNTS POINT AND MOTT HAVEN,10455,"Adam, Timo",null
10439.0,18-12-2012,MANHATTAN,LOWER MANHATTAN,10005,"Brandt, Antonia",null
10441.0,12-11-2010,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10031,"Heinrich, Dominik",null
10442.0,12-11-2010,QUEENS,CENTRAL QUEENS,11367,"Reuter, Tim",null
10443.0,20-03-2014,BROOKLYN,SUNSET PARK,11220,"Schröter, Leon",null
10444.0,30-04-2003,QUEENS,WEST QUEENS,11378,"Böhm, Sofia",null
10445.0,27-11-2001,MANHATTAN,UPPER EAST SIDE,10021,"Schuster, Julius",null
10446.0,01-01-2000,BRONX,NORTHEAST BRONX,10469,"Hartmann, Luisa",null
10448.0,02-08-2010,BROOKLYN,NORTHWEST BROOKLYN,11217,"Werner, Dominik",null
10449.0,26-10-1991,BROOKLYN,FLATBUSH,11225,"Zimmermann, Laurin",null
10450.0,10-02-2014,MANHATTAN,CHELSEA AND CLINTON,10001,"Albrecht, Julian",null
10451.0,15-10-1988,MANHATTAN,CHELSEA AND CLINTON,10036,"Maier, Aaron",null
10452.0,12-11-2010,QUEENS,NORTHWEST QUEENS,11101,"Schütz, Kilian",null
10453.0,30-04-1991,MANHATTAN,LOWER MANHATTAN,10280,"Schmidt, Antonia",null
10454.0,01-01-2014,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10040,"Albrecht, Tim",null
10455.0,12-11-2010,QUEENS,JAMAICA,11434,"Paul, Laurin",null
10456.0,01-01-2000,BROOKLYN,BOROUGH PARK,11219,"Otto, Lea",null
10457.0,07-10-2009,BRONX,NORTHEAST BRONX,10466,"Wagner, Erik",null
10458.0,09-07-1980,QUEENS,SOUTHEAST QUEENS,11427,"Schneider, Tom",null
10459.0,01-01-2000,QUEENS,SOUTHWEST QUEENS,11418,"Werner, Linus",null
10461.0,12-11-2010,QUEENS,WEST QUEENS,11377,"Jäger, Peer",null
10462.0,08-06-2007,BRONX,SOUTHEAST BRONX,10462,"Kuhn, Julian",null
10464.0,12-11-2010,BROOKLYN,EAST NEW YORK AND NEW LOTS,11208,"Hofmann, Emma",null
10465.0,01-01-2000,QUEENS,ROCKAWAYS,11692,"Schmid, Philipp",null
10466.0,20-05-2002,BROOKLYN,SUNSET PARK,11220,"Ziegler, Elisa",null
10467.0,03-09-2015,MANHATTAN,CENTRAL HARLEM,10027,"Brandt, Hannes",null
10468.0,21-03-2012,STATEN ISLAND,SOUTH SHORE,10308,"Simon, Finn",null
